cap74 16 50

146 87 672 1337 31 559 2370 1089 33 32 5495 904 1466 143 615 564 226 3016 253 195 38 807 551 304 814 337 4368 577 482 495 231 322 685 12912 325 366 3671 2213 705 328 1681 1117 275 500 2241 733 222 49 1464 222 

58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 58268 

25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 0.000000 25000.000000 25000.000000 25000.000000 25000.000000 25000.000000 

6739.725000 3204.862500 4914.000000 32372.112500 1715.462500 6421.512500 81972.375000 33391.462500 2020.837500 1459.600000 141015.437500 17684.500000 38207.625000 1953.737500 17181.562500 25640.850000 7031.425000 78453.700000 9452.712500 8597.062500 1581.275000 23170.987500 12087.562500 4883.000000 24063.875000 4124.037500 281463.000000 11056.762500 8585.625000 12480.187500 3727.762500 4673.025000 13451.687500 372672.600000 9745.937500 12055.125000 97602.712500 60774.512500 54470.062500 7146.300000 38011.612500 39723.312500 16111.562500 16981.250000 168663.262500 57109.862500 15576.075000 2542.487500 34056.300000 7095.675000 

10355.050000 5457.075000 26409.600000 29982.225000 2152.175000 23701.600000 28499.250000 26544.375000 2480.775000 1995.200000 205925.125000 32069.400000 42477.350000 5044.325000 36054.375000 35602.500000 10492.050000 92515.800000 12441.275000 14113.125000 2030.150000 48702.450000 19877.325000 12851.600000 39682.500000 12148.850000 406770.000000 22113.525000 22449.150000 25455.375000 11116.875000 13346.900000 35106.250000 229188.000000 18070.000000 18181.050000 73603.550000 63568.425000 65177.250000 8618.200000 70728.075000 52917.875000 20714.375000 32575.000000 210766.050000 66703.000000 18481.500000 3928.575000 34221.000000 11999.100000 

7650.400000 3845.400000 19622.400000 21024.325000 1577.900000 16197.025000 43134.000000 6370.650000 1869.450000 1402.400000 104130.250000 15322.800000 15319.700000 4089.800000 25399.500000 25154.400000 6305.400000 36644.400000 7754.450000 10500.750000 1326.200000 36072.900000 9670.050000 10822.400000 24603.150000 8180.675000 325852.800000 11424.600000 14122.600000 22151.250000 8229.375000 7880.950000 25927.250000 203364.000000 12049.375000 11400.900000 59561.975000 27330.550000 52117.125000 6428.800000 39587.550000 32225.450000 15620.000000 23312.500000 169251.525000 53124.175000 14368.950000 3020.850000 24448.800000 7886.550000 

5219.500000 2396.850000 13876.800000 29681.400000 1061.750000 10383.425000 65767.500000 16770.600000 1324.950000 869.600000 12638.500000 8429.800000 15832.800000 3428.425000 16297.500000 15763.800000 2542.500000 27445.600000 3542.000000 7254.000000 693.500000 26166.975000 3801.900000 8930.000000 11050.050000 5611.050000 253234.800000 5582.475000 7458.950000 19069.875000 5826.975000 4330.900000 17347.625000 322800.000000 7198.750000 5307.000000 83331.700000 30982.000000 40378.875000 7822.800000 15801.400000 13627.400000 11041.250000 16250.000000 131938.875000 40919.725000 10672.650000 2205.000000 31329.600000 4190.250000 

5776.125000 2628.487500 9147.600000 21275.012500 1250.462500 7483.612500 58805.625000 13571.662500 1525.837500 1050.800000 46089.312500 1231.700000 11526.425000 2289.787500 15828.562500 18421.650000 3918.275000 23562.500000 5082.137500 7875.562500 924.825000 23493.787500 2252.212500 6798.200000 13644.675000 2952.962500 264755.400000 2430.612500 6609.425000 15598.687500 4628.662500 2861.775000 15249.812500 261306.600000 7592.812500 7379.475000 65940.337500 20497.912500 44494.312500 5211.100000 16494.812500 20427.137500 12598.437500 16268.750000 144628.537500 45381.862500 12024.075000 2361.187500 21905.100000 4847.925000 

6641.175000 3220.087500 14977.200000 20071.712500 1363.612500 12332.937500 48555.375000 8861.737500 1646.287500 1181.200000 66146.062500 9073.900000 5185.975000 3530.312500 21148.312500 21255.750000 4743.175000 23034.700000 6005.587500 9152.812500 1063.525000 30494.512500 5847.487500 9435.400000 18976.375000 5851.162500 294457.800000 7436.087500 10790.775000 19892.812500 6632.587500 5655.125000 21192.187500 229995.000000 9802.812500 8870.925000 56946.387500 15076.062500 47243.812500 5621.100000 27925.612500 24504.187500 13719.062500 19856.250000 153760.612500 48057.312500 12834.375000 2682.137500 20807.100000 6351.975000 

4374.525000 1838.962500 21848.400000 64292.987500 1524.037500 15840.662500 138615.375000 51550.537500 1817.062500 1133.200000 198300.812500 32781.300000 62653.175000 5553.762500 7310.812500 18478.050000 6856.275000 126332.700000 10274.962500 5467.312500 1628.775000 14919.412500 19650.037500 11943.400000 20197.375000 11613.862500 211356.600000 19279.012500 11525.825000 23976.562500 6476.662500 9623.775000 16808.187500 681269.400000 5780.937500 10865.625000 185247.837500 97731.612500 47631.562500 15256.100000 49862.662500 41119.562500 12502.187500 9331.250000 134768.137500 52583.587500 14205.225000 1756.037500 69009.300000 4903.425000 

3847.100000 2266.350000 35330.400000 80186.575000 955.575000 27251.250000 155294.250000 57907.575000 1211.925000 546.400000 220212.125000 41335.400000 71210.950000 8308.300000 21709.500000 8135.700000 7119.000000 141375.000000 10214.875000 6371.625000 1619.750000 33813.300000 23844.525000 18148.800000 24684.550000 17111.175000 210756.000000 25460.125000 20448.850000 34080.750000 11884.950000 14610.750000 32845.750000 810550.800000 10692.500000 10202.250000 222003.725000 114578.075000 34351.125000 19762.000000 62659.275000 40854.275000 7885.625000 20750.000000 109304.775000 39050.575000 10134.300000 1983.275000 86632.200000 6421.350000 

6429.475000 3117.862500 15111.600000 25921.087500 1318.662500 12444.737500 53176.875000 10985.287500 1593.487500 1134.800000 58178.312500 9254.700000 11563.075000 3558.912500 20779.312500 20437.950000 4415.475000 11423.100000 5638.737500 8870.062500 1008.425000 30655.912500 6260.737500 9496.200000 17796.075000 5918.562500 289434.600000 7551.487500 10887.175000 19991.812500 6678.787500 5719.525000 21329.187500 258078.600000 9607.812500 8340.225000 73007.012500 24757.937500 46820.812500 7047.900000 26917.012500 22884.537500 13320.312500 19556.250000 150511.162500 46994.462500 12512.475000 2611.087500 27212.100000 6030.075000 

